Statement,Suspiciousness
org.mockito.Mockito#678,0
org.mockito.Mockito#822,0.06965451903188581
org.mockito.Mockito#841,0.0
org.mockito.Mockito#877,0
org.mockito.Mockito#900,0.0
org.mockito.Mockito#927,0.08757118051300734
org.mockito.Mockito#997,0.0
org.mockito.Mockito#1052,0.0
org.mockito.Mockito#1116,0.07005694441040587
org.mockito.Mockito#1147,0.03739787960033829
org.mockito.Mockito#1173,0.051298917604257706
org.mockito.Mockito#1204,0.0
org.mockito.Mockito#1205,0.0
org.mockito.Mockito#1249,0.0
org.mockito.Mockito#1250,0.0
org.mockito.Mockito#1268,0.0
org.mockito.Mockito#1269,0.0
org.mockito.Mockito#1304,0.0
org.mockito.Mockito#1322,0.0
org.mockito.Mockito#1356,0.0
org.mockito.Mockito#1382,0.0
org.mockito.Mockito#1421,0.0
org.mockito.Mockito#1468,0.0
org.mockito.Mockito#1499,0.0
org.mockito.Mockito#1515,0.057977103565244846
org.mockito.Mockito#1536,0.12909944487358055
org.mockito.Mockito#1551,0.0
org.mockito.Mockito#1567,0.0
org.mockito.Mockito#1583,0.0
org.mockito.Mockito#1604,0.0
org.mockito.Mockito#1637,0.4472135954999579
org.mockito.Mockito#1686,0.0
org.mockito.Mockito#1687,0.0
org.mockito.Mockito#1720,0.08581241314849612
org.mockito.Mockito#1728,0
org.mockito.Matchers#98,0
org.mockito.Matchers#110,0.0
org.mockito.Matchers#121,0.0
org.mockito.Matchers#132,0.0
org.mockito.Matchers#143,0.0
org.mockito.Matchers#154,0.0
org.mockito.Matchers#165,0.0
org.mockito.Matchers#176,0.0
org.mockito.Matchers#187,0.0
org.mockito.Matchers#200,0.09325048082403138
org.mockito.Matchers#228,0.0
org.mockito.Matchers#244,0.0
org.mockito.Matchers#257,0.0
org.mockito.Matchers#268,0.0
org.mockito.Matchers#279,0.0
org.mockito.Matchers#293,0.0
org.mockito.Matchers#304,0.0
org.mockito.Matchers#318,0.0
org.mockito.Matchers#329,0.0
org.mockito.Matchers#340,0.0
org.mockito.Matchers#354,0.0
org.mockito.Matchers#369,0.0
org.mockito.Matchers#382,0.0
org.mockito.Matchers#395,0.0
org.mockito.Matchers#408,0.0
org.mockito.Matchers#421,0.0
org.mockito.Matchers#434,0.0
org.mockito.Matchers#447,0.0
org.mockito.Matchers#460,0.0
org.mockito.Matchers#473,0.0
org.mockito.Matchers#486,0.0
org.mockito.Matchers#510,0.0
org.mockito.Matchers#525,0.0
org.mockito.Matchers#536,0.0
org.mockito.Matchers#549,0.0
org.mockito.Matchers#562,0.0
org.mockito.Matchers#575,0.0
org.mockito.Matchers#588,0.0
org.mockito.Matchers#601,0.0
org.mockito.Matchers#614,0.0
org.mockito.Matchers#626,0.0
org.mockito.Matchers#638,0.0
org.mockito.Matchers#650,0.0
org.mockito.Matchers#662,0.0
org.mockito.Matchers#674,0.0
org.mockito.Matchers#686,0.0
org.mockito.Matchers#698,0.0
org.mockito.Matchers#710,0.0
org.mockito.Matchers#722,0.0
org.mockito.Matchers#726,0.03639372626234195
org.mockito.internal.MockitoCore#38,0.02845551966122361
org.mockito.internal.MockitoCore#40,0.02845551966122361
org.mockito.internal.MockitoCore#41,0.02845551966122361
org.mockito.internal.MockitoCore#42,0.02845551966122361
org.mockito.internal.MockitoCore#45,0.08587567332159078
org.mockito.internal.MockitoCore#46,0.08593907360584258
org.mockito.internal.MockitoCore#47,0.08593907360584258
org.mockito.internal.MockitoCore#51,0.06963106238227913
org.mockito.internal.MockitoCore#52,0.06963106238227913
org.mockito.internal.MockitoCore#53,0.0
org.mockito.internal.MockitoCore#54,0.0
org.mockito.internal.MockitoCore#56,0.07071067811865475
org.mockito.internal.MockitoCore#60,0.0
org.mockito.internal.MockitoCore#61,0.0
org.mockito.internal.MockitoCore#65,0.07005694441040587
org.mockito.internal.MockitoCore#66,0.07071067811865475
org.mockito.internal.MockitoCore#70,0.050964719143762556
org.mockito.internal.MockitoCore#71,0.0
org.mockito.internal.MockitoCore#72,0.05104765608901559
org.mockito.internal.MockitoCore#73,0.0
org.mockito.internal.MockitoCore#75,0.051298917604257706
org.mockito.internal.MockitoCore#76,0.051899929610768204
org.mockito.internal.MockitoCore#80,0.0
org.mockito.internal.MockitoCore#81,0.0
org.mockito.internal.MockitoCore#82,0.0
org.mockito.internal.MockitoCore#84,0.0
org.mockito.internal.MockitoCore#85,0.0
org.mockito.internal.MockitoCore#87,0.0
org.mockito.internal.MockitoCore#90,0.0
org.mockito.internal.MockitoCore#91,0.0
org.mockito.internal.MockitoCore#92,0.0
org.mockito.internal.MockitoCore#94,0.0
org.mockito.internal.MockitoCore#95,0.0
org.mockito.internal.MockitoCore#97,0.0
org.mockito.internal.MockitoCore#98,0.0
org.mockito.internal.MockitoCore#99,0.0
org.mockito.internal.MockitoCore#102,0.0
org.mockito.internal.MockitoCore#100,0.0
org.mockito.internal.MockitoCore#101,0.0
org.mockito.internal.MockitoCore#104,0.0
org.mockito.internal.MockitoCore#107,0.0
org.mockito.internal.MockitoCore#108,0.0
org.mockito.internal.MockitoCore#109,0.0
org.mockito.internal.MockitoCore#110,0.0
org.mockito.internal.MockitoCore#111,0.0
org.mockito.internal.MockitoCore#114,0.0
org.mockito.internal.MockitoCore#115,0.0
org.mockito.internal.MockitoCore#117,0.0
org.mockito.internal.MockitoCore#120,0.0
org.mockito.internal.MockitoCore#121,0.0
org.mockito.internal.MockitoCore#123,0.0
org.mockito.internal.MockitoCore#124,0.0
org.mockito.internal.MockitoCore#125,0.0
org.mockito.internal.MockitoCore#126,0.0
org.mockito.internal.MockitoCore#127,0.0
org.mockito.internal.MockitoCore#130,0.0
org.mockito.internal.MockitoCore#134,0.0
org.mockito.internal.MockitoCore#135,0.0
org.mockito.internal.MockitoCore#136,0.0
org.mockito.internal.MockitoCore#140,0.0
org.mockito.internal.MockitoCore#141,0.0
org.mockito.internal.MockitoCore#142,0.0
org.mockito.internal.MockitoCore#146,0.0
org.mockito.internal.MockitoCore#147,0.0
org.mockito.internal.MockitoCore#154,0.0
org.mockito.internal.MockitoCore#155,0.0
org.mockito.internal.MockitoCore#156,0.0
org.mockito.Answers#36,0.04032389192727559
org.mockito.Answers#37,0.04032389192727559
org.mockito.Answers#38,0.04032389192727559
org.mockito.Answers#25,0.0
org.mockito.Answers#25,0
org.mockito.Answers#41,0.04534925875825182
org.mockito.exceptions.base.MockitoAssertionError#17,0.038778336716474064
org.mockito.exceptions.base.MockitoAssertionError#19,0.038778336716474064
org.mockito.exceptions.base.MockitoAssertionError#21,0.038778336716474064
org.mockito.exceptions.base.MockitoAssertionError#22,0.038778336716474064
org.mockito.exceptions.base.MockitoAssertionError#23,0.038778336716474064
org.mockito.exceptions.base.MockitoAssertionError#26,0
org.mockito.exceptions.base.MockitoException#17,0
org.mockito.exceptions.base.MockitoException#18,0
org.mockito.exceptions.base.MockitoException#19,0
org.mockito.exceptions.base.MockitoException#22,0.0
org.mockito.exceptions.base.MockitoException#23,0.0
org.mockito.exceptions.base.MockitoException#24,0.0
org.mockito.exceptions.base.MockitoException#27,0.0
org.mockito.exceptions.base.MockitoException#29,0.0
org.mockito.exceptions.base.MockitoException#30,0.0
org.mockito.exceptions.base.MockitoException#31,0.0
org.mockito.exceptions.base.MockitoException#34,0
org.mockito.exceptions.misusing.UnfinishedStubbingException#14,0.0
org.mockito.exceptions.misusing.UnfinishedStubbingException#15,0.0
org.mockito.exceptions.misusing.NotAMockException#14,0.0
org.mockito.exceptions.misusing.NotAMockException#15,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#14,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#15,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#14,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#15,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#18,0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#19,0
org.mockito.exceptions.misusing.UnfinishedVerificationException#14,0.0
org.mockito.exceptions.misusing.UnfinishedVerificationException#15,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#14,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#15,0.0
org.mockito.exceptions.misusing.MockitoConfigurationException#14,0
org.mockito.exceptions.misusing.MockitoConfigurationException#15,0
org.mockito.exceptions.misusing.MockitoConfigurationException#18,0
org.mockito.exceptions.misusing.MockitoConfigurationException#19,0
org.mockito.exceptions.misusing.MissingMethodInvocationException#14,0.0
