Statement,Suspiciousness
org.mockito.Mockito#973,0
org.mockito.Mockito#1162,0.011928452996661745
org.mockito.Mockito#1181,0.0
org.mockito.Mockito#1182,0.0
org.mockito.Mockito#1183,0.0
org.mockito.Mockito#1199,0.0
org.mockito.Mockito#1234,0
org.mockito.Mockito#1257,0.0
org.mockito.Mockito#1284,0.09200592506820612
org.mockito.Mockito#1367,0.0
org.mockito.Mockito#1368,0.0
org.mockito.Mockito#1369,0.0
org.mockito.Mockito#1401,0.20203050891044214
org.mockito.Mockito#1402,0.20203050891044214
org.mockito.Mockito#1403,0.20203050891044214
org.mockito.Mockito#1456,0.0
org.mockito.Mockito#1522,0.052081449634411095
org.mockito.Mockito#1553,0.0
org.mockito.Mockito#1579,0.0
org.mockito.Mockito#1610,0.0
org.mockito.Mockito#1611,0.0
org.mockito.Mockito#1655,0.0
org.mockito.Mockito#1656,0.0
org.mockito.Mockito#1674,0.0
org.mockito.Mockito#1675,0.0
org.mockito.Mockito#1710,0.0
org.mockito.Mockito#1728,0.0
org.mockito.Mockito#1749,0.0
org.mockito.Mockito#1785,0.0
org.mockito.Mockito#1811,0.0
org.mockito.Mockito#1853,0.0
org.mockito.Mockito#1903,0.0
org.mockito.Mockito#1934,0.0
org.mockito.Mockito#2001,0.0
org.mockito.Mockito#2017,0.0
org.mockito.Mockito#2038,0.0
org.mockito.Mockito#2053,0.0
org.mockito.Mockito#2069,0.0
org.mockito.Mockito#2085,0.0
org.mockito.Mockito#2102,0.0
org.mockito.Mockito#2122,0.0
org.mockito.Mockito#2163,0.0
org.mockito.Mockito#2203,0.0
org.mockito.Mockito#2252,0.0
org.mockito.Mockito#2253,0.0
org.mockito.Mockito#2286,0.1071202221247229
org.mockito.Mockito#2294,0
org.mockito.Matchers#98,0
org.mockito.Matchers#110,0.0
org.mockito.Matchers#121,0.0
org.mockito.Matchers#132,0.0
org.mockito.Matchers#143,0.0
org.mockito.Matchers#154,0.0
org.mockito.Matchers#165,0.0
org.mockito.Matchers#176,0.0
org.mockito.Matchers#187,0.0
org.mockito.Matchers#200,0.10286889997472794
org.mockito.Matchers#227,0.0
org.mockito.Matchers#244,0.0
org.mockito.Matchers#259,0.0
org.mockito.Matchers#270,0.0
org.mockito.Matchers#281,0.0
org.mockito.Matchers#300,0.0
org.mockito.Matchers#311,0.0
org.mockito.Matchers#330,0.0
org.mockito.Matchers#341,0.0
org.mockito.Matchers#361,0.0
org.mockito.Matchers#372,0.0
org.mockito.Matchers#391,0.0
org.mockito.Matchers#406,0.0
org.mockito.Matchers#419,0.0
org.mockito.Matchers#432,0.0
org.mockito.Matchers#445,0.0
org.mockito.Matchers#458,0.0
org.mockito.Matchers#471,0.0
org.mockito.Matchers#484,0.0
org.mockito.Matchers#497,0.0
org.mockito.Matchers#510,0.0
org.mockito.Matchers#523,0.0
org.mockito.Matchers#547,0.0
org.mockito.Matchers#562,0.0
org.mockito.Matchers#573,0.0
org.mockito.Matchers#586,0.0
org.mockito.Matchers#599,0.0
org.mockito.Matchers#614,0.0
org.mockito.Matchers#627,0.0
org.mockito.Matchers#642,0.0
org.mockito.Matchers#655,0.0
org.mockito.Matchers#668,0.0
org.mockito.Matchers#681,0.0
org.mockito.Matchers#694,0.0
org.mockito.Matchers#709,0.0
org.mockito.Matchers#721,0.0
org.mockito.Matchers#733,0.0
org.mockito.Matchers#745,0.0
org.mockito.Matchers#757,0.0
org.mockito.Matchers#769,0.0
org.mockito.Matchers#781,0.0
org.mockito.Matchers#793,0.0
org.mockito.Matchers#805,0.0
org.mockito.Matchers#809,0.03779644730092272
org.mockito.internal.MockitoCore#41,0.0
org.mockito.internal.MockitoCore#43,0.0
org.mockito.internal.MockitoCore#44,0.0
org.mockito.internal.MockitoCore#45,0.0
org.mockito.internal.MockitoCore#48,0.0
org.mockito.internal.MockitoCore#52,0.10727328753567543
org.mockito.internal.MockitoCore#53,0
org.mockito.internal.MockitoCore#54,0
org.mockito.internal.MockitoCore#57,0.10727328753567543
org.mockito.internal.MockitoCore#58,0.10727328753567543
org.mockito.internal.MockitoCore#59,0.10747839917140743
org.mockito.internal.MockitoCore#60,0.10747839917140743
org.mockito.internal.MockitoCore#61,0.10747839917140743
org.mockito.internal.MockitoCore#65,0.051863077814630856
org.mockito.internal.MockitoCore#66,0.051863077814630856
org.mockito.internal.MockitoCore#67,0.0
org.mockito.internal.MockitoCore#68,0.0
org.mockito.internal.MockitoCore#70,0.052414241836095915
org.mockito.internal.MockitoCore#74,0.0
org.mockito.internal.MockitoCore#75,0.0
org.mockito.internal.MockitoCore#79,0.052081449634411095
org.mockito.internal.MockitoCore#80,0.052414241836095915
org.mockito.internal.MockitoCore#84,0.0
org.mockito.internal.MockitoCore#85,0.0
org.mockito.internal.MockitoCore#86,0.0
org.mockito.internal.MockitoCore#87,0.0
org.mockito.internal.MockitoCore#89,0.0
org.mockito.internal.MockitoCore#90,0.0
org.mockito.internal.MockitoCore#94,0.0
org.mockito.internal.MockitoCore#95,0.0
org.mockito.internal.MockitoCore#96,0.0
org.mockito.internal.MockitoCore#98,0.0
org.mockito.internal.MockitoCore#99,0.0
org.mockito.internal.MockitoCore#101,0.0
org.mockito.internal.MockitoCore#104,0.0
org.mockito.internal.MockitoCore#105,0.0
org.mockito.internal.MockitoCore#106,0.0
org.mockito.internal.MockitoCore#108,0.0
org.mockito.internal.MockitoCore#109,0.0
org.mockito.internal.MockitoCore#111,0.0
org.mockito.internal.MockitoCore#112,0.0
org.mockito.internal.MockitoCore#113,0.0
org.mockito.internal.MockitoCore#116,0.0
org.mockito.internal.MockitoCore#114,0.0
org.mockito.internal.MockitoCore#115,0.0
org.mockito.internal.MockitoCore#118,0.0
org.mockito.internal.MockitoCore#121,0.0
org.mockito.internal.MockitoCore#122,0.0
org.mockito.internal.MockitoCore#123,0.0
org.mockito.internal.MockitoCore#124,0.0
org.mockito.internal.MockitoCore#125,0.0
org.mockito.internal.MockitoCore#128,0.0
org.mockito.internal.MockitoCore#129,0.0
org.mockito.internal.MockitoCore#131,0.0
org.mockito.internal.MockitoCore#134,0.0
org.mockito.internal.MockitoCore#135,0.0
org.mockito.internal.MockitoCore#137,0.0
org.mockito.internal.MockitoCore#138,0.0
org.mockito.internal.MockitoCore#139,0.0
org.mockito.internal.MockitoCore#140,0.0
org.mockito.internal.MockitoCore#141,0.0
org.mockito.internal.MockitoCore#144,0.0
org.mockito.internal.MockitoCore#148,0.0
org.mockito.internal.MockitoCore#149,0.0
org.mockito.internal.MockitoCore#150,0.0
org.mockito.internal.MockitoCore#154,0.0
org.mockito.internal.MockitoCore#155,0.0
org.mockito.internal.MockitoCore#156,0.0
org.mockito.internal.MockitoCore#160,0.0
org.mockito.internal.MockitoCore#161,0.0
org.mockito.internal.MockitoCore#168,0.0
org.mockito.internal.MockitoCore#169,0.0
org.mockito.internal.MockitoCore#170,0.0
org.mockito.internal.MockitoCore#174,0.0
org.mockito.internal.MockitoCore#175,0.0
org.mockito.internal.MockitoCore#176,0.0
org.mockito.internal.MockitoCore#177,0.0
org.mockito.internal.MockitoCore#178,0.0
org.mockito.internal.MockitoCore#179,0.0
org.mockito.internal.MockitoCore#181,0.0
org.mockito.internal.MockitoCore#183,0.0
org.mockito.internal.MockitoCore#187,0.0
org.mockito.mock.SerializableMode#9,0.0
org.mockito.mock.SerializableMode#8,0.0
org.mockito.mock.SerializableMode#8,0
org.mockito.Answers#76,0.0
org.mockito.Answers#77,0.0
org.mockito.Answers#78,0.0
org.mockito.Answers#26,0.026334032657486166
org.mockito.Answers#26,0
org.mockito.Answers#86,0
org.mockito.Answers#90,0.07519495394337336
org.mockito.exceptions.base.MockitoSerializationIssue#28,0
org.mockito.exceptions.base.MockitoSerializationIssue#29,0
org.mockito.exceptions.base.MockitoSerializationIssue#30,0
org.mockito.exceptions.base.MockitoSerializationIssue#31,0
org.mockito.exceptions.base.MockitoSerializationIssue#35,0
org.mockito.exceptions.base.MockitoSerializationIssue#36,0
org.mockito.exceptions.base.MockitoSerializationIssue#40,0
org.mockito.exceptions.base.MockitoSerializationIssue#42,0
org.mockito.exceptions.base.MockitoSerializationIssue#43,0
org.mockito.exceptions.base.MockitoSerializationIssue#44,0
org.mockito.exceptions.base.MockitoSerializationIssue#47,0
org.mockito.exceptions.base.MockitoAssertionError#18,0.0
org.mockito.exceptions.base.MockitoAssertionError#20,0.0
org.mockito.exceptions.base.MockitoAssertionError#22,0.0
org.mockito.exceptions.base.MockitoAssertionError#23,0.0
org.mockito.exceptions.base.MockitoAssertionError#24,0.0
org.mockito.exceptions.base.MockitoAssertionError#27,0.0
org.mockito.exceptions.base.MockitoException#29,0.0
org.mockito.exceptions.base.MockitoException#30,0.0
org.mockito.exceptions.base.MockitoException#31,0.0
org.mockito.exceptions.base.MockitoException#34,0.0
org.mockito.exceptions.base.MockitoException#35,0.0
org.mockito.exceptions.base.MockitoException#36,0.0
org.mockito.exceptions.base.MockitoException#39,0.0
org.mockito.exceptions.base.MockitoException#41,0.0
org.mockito.exceptions.base.MockitoException#42,0.0
org.mockito.exceptions.base.MockitoException#43,0.0
org.mockito.exceptions.base.MockitoException#46,0.0
org.mockito.exceptions.misusing.UnfinishedStubbingException#15,0.0
org.mockito.exceptions.misusing.UnfinishedStubbingException#16,0.0
org.mockito.exceptions.misusing.FriendlyReminderException#15,0.0
org.mockito.exceptions.misusing.FriendlyReminderException#16,0.0
org.mockito.exceptions.misusing.NotAMockException#15,0.0
org.mockito.exceptions.misusing.NotAMockException#16,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#14,0.0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#15,0.0
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#13,0.0
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#14,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#15,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#16,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#19,0.0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#20,0.0
org.mockito.exceptions.misusing.UnfinishedVerificationException#15,0.0
org.mockito.exceptions.misusing.UnfinishedVerificationException#16,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#15,0.0
org.mockito.exceptions.misusing.NullInsteadOfMockException#16,0.0
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#7,0.0
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#8,0.0
org.mockito.exceptions.misusing.MockitoConfigurationException#14,0
org.mockito.exceptions.misusing.MockitoConfigurationException#15,0
org.mockito.exceptions.misusing.MockitoConfigurationException#18,0
org.mockito.exceptions.misusing.MockitoConfigurationException#19,0
org.mockito.exceptions.misusing.MissingMethodInvocationException#15,0.0
org.mockito.exceptions.misusing.MissingMethodInvocationException#16,0.0
org.mockito.exceptions.Reporter#47,0.02702812388086677
org.mockito.exceptions.Reporter#50,0.0
org.mockito.exceptions.Reporter#57,0.0
org.mockito.exceptions.Reporter#64,0.0
org.mockito.exceptions.Reporter#82,0.0
