Statement,Suspiciousness
org.joda.time.DurationField#30,0.030491836056815314
org.joda.time.DurationField#209,0.0
org.joda.time.DurationField#210,0.0
org.joda.time.DurationField#212,0.0
org.joda.time.DurationField#224,0.0
org.joda.time.DurationField#225,0.0
org.joda.time.DurationField#227,0.0
org.joda.time.JodaTimePermission#57,0
org.joda.time.JodaTimePermission#58,0
org.joda.time.DateTimeUtils#73,0.0
org.joda.time.DateTimeUtils#74,0.0
org.joda.time.DateTimeUtils#63,0.040291148201269014
org.joda.time.DateTimeUtils#66,0.040291148201269014
org.joda.time.DateTimeUtils#64,0
org.joda.time.DateTimeUtils#67,0.040291148201269014
org.joda.time.DateTimeUtils#86,0.021564047339087546
org.joda.time.DateTimeUtils#98,0.048228955791914524
org.joda.time.DateTimeUtils#99,0.048228955791914524
org.joda.time.DateTimeUtils#100,0.048228955791914524
org.joda.time.DateTimeUtils#112,0.0482546847645592
org.joda.time.DateTimeUtils#113,0.0482546847645592
org.joda.time.DateTimeUtils#114,0.0482546847645592
org.joda.time.DateTimeUtils#127,0.0
org.joda.time.DateTimeUtils#128,0.0
org.joda.time.DateTimeUtils#129,0.0
org.joda.time.DateTimeUtils#131,0.0
org.joda.time.DateTimeUtils#133,0.0
org.joda.time.DateTimeUtils#146,0.0
org.joda.time.DateTimeUtils#147,0.0
org.joda.time.DateTimeUtils#149,0.0
org.joda.time.DateTimeUtils#150,0.0
org.joda.time.DateTimeUtils#151,0.0
org.joda.time.DateTimeUtils#159,0.048228955791914524
org.joda.time.DateTimeUtils#160,0.048228955791914524
org.joda.time.DateTimeUtils#161,0
org.joda.time.DateTimeUtils#163,0.048228955791914524
org.joda.time.DateTimeUtils#176,0.14249034586654602
org.joda.time.DateTimeUtils#177,0.0
org.joda.time.DateTimeUtils#179,0.14567742507012685
org.joda.time.DateTimeUtils#194,0.1489624229119661
org.joda.time.DateTimeUtils#195,0.0
org.joda.time.DateTimeUtils#197,0.15221100431590517
org.joda.time.DateTimeUtils#198,0.15221100431590517
org.joda.time.DateTimeUtils#199,0.0
org.joda.time.DateTimeUtils#201,0.15221100431590517
org.joda.time.DateTimeUtils#217,0.0
org.joda.time.DateTimeUtils#218,0.0
org.joda.time.DateTimeUtils#219,0.0
org.joda.time.DateTimeUtils#220,0.0
org.joda.time.DateTimeUtils#221,0.0
org.joda.time.DateTimeUtils#223,0.0
org.joda.time.DateTimeUtils#224,0.0
org.joda.time.DateTimeUtils#226,0.0
org.joda.time.DateTimeUtils#241,0.0
org.joda.time.DateTimeUtils#242,0.0
org.joda.time.DateTimeUtils#244,0.0
org.joda.time.DateTimeUtils#245,0.0
org.joda.time.DateTimeUtils#246,0.0
org.joda.time.DateTimeUtils#248,0.0
org.joda.time.DateTimeUtils#264,0.0
org.joda.time.DateTimeUtils#265,0.0
org.joda.time.DateTimeUtils#266,0.0
org.joda.time.DateTimeUtils#268,0.0
org.joda.time.DateTimeUtils#282,0.07063224140220167
org.joda.time.DateTimeUtils#283,0.0
org.joda.time.DateTimeUtils#285,0.07583267490390862
org.joda.time.DateTimeUtils#299,0.0
org.joda.time.DateTimeUtils#300,0.0
org.joda.time.DateTimeUtils#302,0.0
org.joda.time.DateTimeUtils#316,0.0
org.joda.time.DateTimeUtils#317,0.0
org.joda.time.DateTimeUtils#319,0.0
org.joda.time.DateTimeUtils#333,0.0
org.joda.time.DateTimeUtils#334,0.0
org.joda.time.DateTimeUtils#336,0.0
org.joda.time.DateTimeUtils#364,0.0
org.joda.time.DateTimeUtils#365,0.0
org.joda.time.DateTimeUtils#367,0.0
org.joda.time.DateTimeUtils#368,0.0
org.joda.time.DateTimeUtils#369,0.0
org.joda.time.DateTimeUtils#370,0.0
org.joda.time.DateTimeUtils#371,0.0
org.joda.time.DateTimeUtils#372,0.0
org.joda.time.DateTimeUtils#375,0.0
org.joda.time.DateTimeUtils#377,0.0
org.joda.time.DateTimeUtils#395,0.24873416908154553
org.joda.time.DateTimeUtils#396,0.24873416908154553
