Statement,Suspiciousness
org.mockito.Mockito#633,0
org.mockito.Mockito#777,0.02912346855536793
org.mockito.Mockito#796,0.0
org.mockito.Mockito#832,0
org.mockito.Mockito#855,0.0
org.mockito.Mockito#882,0.06676565212083499
org.mockito.Mockito#952,0.0
org.mockito.Mockito#1007,0.0
org.mockito.Mockito#1071,0.09072184232530289
org.mockito.Mockito#1102,0.04828045495852676
org.mockito.Mockito#1128,0.0
org.mockito.Mockito#1159,0.0
org.mockito.Mockito#1160,0.0
org.mockito.Mockito#1204,0.0
org.mockito.Mockito#1205,0.0
org.mockito.Mockito#1223,0.0
org.mockito.Mockito#1224,0.0
org.mockito.Mockito#1259,0.0
org.mockito.Mockito#1277,0.0
org.mockito.Mockito#1311,0.0
org.mockito.Mockito#1337,0.0
org.mockito.Mockito#1376,0.0
org.mockito.Mockito#1423,0.0
org.mockito.Mockito#1454,0.0
org.mockito.Mockito#1470,0.03766217885773547
org.mockito.Mockito#1491,0.0
org.mockito.Mockito#1506,0.0
org.mockito.Mockito#1522,0.0
org.mockito.Mockito#1538,0.0
org.mockito.Mockito#1558,0.0
org.mockito.Mockito#1607,0.0
org.mockito.Mockito#1608,0.0
org.mockito.Mockito#1641,0.06509445549041193
org.mockito.Mockito#1649,0
org.mockito.Matchers#93,0
org.mockito.Matchers#105,0.0
org.mockito.Matchers#116,0.0
org.mockito.Matchers#127,0.0
org.mockito.Matchers#138,0.0
org.mockito.Matchers#149,0.0
org.mockito.Matchers#160,0.0
org.mockito.Matchers#171,0.0
org.mockito.Matchers#182,0.0
org.mockito.Matchers#195,0.11547005383792514
org.mockito.Matchers#223,0.0
org.mockito.Matchers#239,0.0
org.mockito.Matchers#252,0.0
org.mockito.Matchers#263,0.0
org.mockito.Matchers#274,0.0
org.mockito.Matchers#288,0.0
org.mockito.Matchers#299,0.0
org.mockito.Matchers#313,0.0
org.mockito.Matchers#324,0.0
org.mockito.Matchers#335,0.0
org.mockito.Matchers#349,0.0
org.mockito.Matchers#364,0.0
org.mockito.Matchers#377,0.0
org.mockito.Matchers#390,0.0
org.mockito.Matchers#403,0.0
org.mockito.Matchers#416,0.0
org.mockito.Matchers#429,0.0
org.mockito.Matchers#442,0.0
org.mockito.Matchers#455,0.0
org.mockito.Matchers#468,0.0
org.mockito.Matchers#481,0.0
org.mockito.Matchers#505,0.0
org.mockito.Matchers#520,0.0
org.mockito.Matchers#531,0.0
org.mockito.Matchers#544,0.0
org.mockito.Matchers#557,0.0
org.mockito.Matchers#570,0.0
org.mockito.Matchers#583,0.0
