Statement,Suspiciousness
org.joda.time.MutableDateTime$Property#1270,0.0
org.joda.time.MutableDateTime$Property#1271,0.0
org.joda.time.MutableDateTime$Property#1272,0.0
org.joda.time.MutableDateTime$Property#1273,0.0
org.joda.time.MutableDateTime$Property#1279,0.0
org.joda.time.MutableDateTime$Property#1280,0.0
org.joda.time.MutableDateTime$Property#1281,0.0
org.joda.time.MutableDateTime$Property#1287,0.0
org.joda.time.MutableDateTime$Property#1288,0.0
org.joda.time.MutableDateTime$Property#1289,0.0
org.joda.time.MutableDateTime$Property#1290,0.0
org.joda.time.MutableDateTime$Property#1299,0.0
org.joda.time.MutableDateTime$Property#1308,0.0
org.joda.time.MutableDateTime$Property#1318,0.0
org.joda.time.MutableDateTime$Property#1327,0.0
org.joda.time.MutableDateTime$Property#1339,0.0
org.joda.time.MutableDateTime$Property#1340,0.0
org.joda.time.MutableDateTime$Property#1351,0.0
org.joda.time.MutableDateTime$Property#1352,0.0
org.joda.time.MutableDateTime$Property#1363,0.0
org.joda.time.MutableDateTime$Property#1364,0.0
org.joda.time.MutableDateTime$Property#1376,0.0
org.joda.time.MutableDateTime$Property#1377,0.0
org.joda.time.MutableDateTime$Property#1390,0.0
org.joda.time.MutableDateTime$Property#1391,0.0
org.joda.time.MutableDateTime$Property#1403,0.0
org.joda.time.MutableDateTime$Property#1404,0.0
org.joda.time.MutableDateTime$Property#1415,0.0
org.joda.time.MutableDateTime$Property#1416,0.0
org.joda.time.MutableDateTime$Property#1426,0.0
org.joda.time.MutableDateTime$Property#1427,0.0
org.joda.time.MutableDateTime$Property#1438,0.0
org.joda.time.MutableDateTime$Property#1439,0.0
org.joda.time.MutableDateTime$Property#1450,0.0
org.joda.time.MutableDateTime$Property#1451,0.0
org.joda.time.MutableDateTime$Property#1462,0.0
org.joda.time.MutableDateTime$Property#1463,0.0
org.joda.time.MutableDateTime#172,0.0
org.joda.time.MutableDateTime#173,0.0
org.joda.time.MutableDateTime#185,0.0
org.joda.time.MutableDateTime#186,0.0
org.joda.time.MutableDateTime#199,0.0
org.joda.time.MutableDateTime#200,0.0
org.joda.time.MutableDateTime#210,0.0
org.joda.time.MutableDateTime#211,0.0
org.joda.time.MutableDateTime#223,0.0
org.joda.time.MutableDateTime#224,0.0
org.joda.time.MutableDateTime#237,0.0
org.joda.time.MutableDateTime#238,0.0
org.joda.time.MutableDateTime#257,0.0
org.joda.time.MutableDateTime#258,0.0
org.joda.time.MutableDateTime#280,0.0
org.joda.time.MutableDateTime#281,0.0
org.joda.time.MutableDateTime#300,0.0
org.joda.time.MutableDateTime#301,0.0
org.joda.time.MutableDateTime#324,0.0
org.joda.time.MutableDateTime#325,0.0
org.joda.time.MutableDateTime#351,0.06677805632941779
org.joda.time.MutableDateTime#353,0.06677805632941779
org.joda.time.MutableDateTime#380,0.0
org.joda.time.MutableDateTime#382,0.0
org.joda.time.MutableDateTime#106,0.0
org.joda.time.MutableDateTime#118,0.0
org.joda.time.MutableDateTime#119,0.0
org.joda.time.MutableDateTime#121,0.0
org.joda.time.MutableDateTime#133,0.0
org.joda.time.MutableDateTime#134,0.0
org.joda.time.MutableDateTime#136,0.0
org.joda.time.MutableDateTime#150,0.0
org.joda.time.MutableDateTime#161,0.0
org.joda.time.MutableDateTime#392,0.0
org.joda.time.MutableDateTime#402,0.0
org.joda.time.MutableDateTime#418,0.0
org.joda.time.MutableDateTime#419,0.0
org.joda.time.MutableDateTime#436,0.0
org.joda.time.MutableDateTime#437,0.0
org.joda.time.MutableDateTime#439,0.0
org.joda.time.MutableDateTime#440,0.0
org.joda.time.MutableDateTime#441,0.0
org.joda.time.MutableDateTime#442,0.0
org.joda.time.MutableDateTime#454,0.0
org.joda.time.MutableDateTime#456,0.0
org.joda.time.MutableDateTime#458,0.0
org.joda.time.MutableDateTime#459,0.0
org.joda.time.MutableDateTime#461,0.0
org.joda.time.MutableDateTime#462,0.0
org.joda.time.MutableDateTime#464,0.0
org.joda.time.MutableDateTime#465,0.0
org.joda.time.MutableDateTime#467,0.0
org.joda.time.MutableDateTime#468,0.0
